corta,clave,descripcion,presentacion,tipo
600660070,060.066.0070,JABON PARA USO PREQUIRÚRGICO LÍQUIDO Y NEUTRO (PH 7).ENVASE CON 18 L.                                                                                                                                                                                          ,ENVASE CON 18 L.                                                                                                                                                                                          ,True
605430115,60.543.0115,JALEA LUBRICANTE. ASÉPTICA. ENVASE CON 135 G       ,ENVASE CON 135 G                                                                                                                                                                                                                   ,True
605500677,060.550.0677,"JERINGA CON AGUJA, DE PLASTICO, ESTERILES Y DESECH. CAPACIDAD 10 ML. ESCALA GRADUADA EN ML. DIVISIONES DE 1.0  ML. Y SUBDIVISIONES DE 0.2 ML. C/A  32 X  21 G. PIEZA.",PIEZA,True
605500016,060.550.0016,"JERINGA CON AGUJA, DE PLASTICO, ESTERILES Y DESECH. CAPACIDAD 10 ML. ESCALA GRADUADA EN ML. DIVISIONES DE 1.0  ML. Y SUBDIVISIONES DE 0.2 ML. C/A  38 X 20 G. PIEZA", PIEZA,True
605500735,060.550.0735,"JERINGA CON AGUJA, DE PLASTICO, ESTERILES Y DESECH. CAPACIDAD 20 ML. ESCALA GRADUADA EN ML. DIVISIONES DE 5.0  ML. Y SUBDIVISIONES DE 1.0 ML. C/A. 32 X  21 G. PIEZA.",PIEZA.,True
605500024,060.550.0024,"JERINGA CON AGUJA, DE PLASTICO, ESTERILES Y DESECH. CAPACIDAD 20 ML. ESCALA GRADUADA EN ML. DIVISIONES DE 5.0  ML. Y SUBDIVISIONES DE 1.0 ML. C/A. 38 X  20 G. PIEZA.",PIEZA.,True
605500354,060.550.0354,"JERINGA DE PLÀSTICO CON PIVOTE TIPO LUER LOCK, CON AGUJA ESTERILES Y DESECHABLES CAPACIDAD 10 ML. ESCALA GRADUADA EN ML. DIVISIONES DE 1.0 Y SUBDIVISIONES DE 0.2 CON AGUJA DE: LONGITUD 32 MM. Y CALIBRE 20 G. PIEZA.",PIEZA.,True
605502517,060.550.2517,JERINGA DE PLÁSTICO GRADO MÉDICO CON PIVOTE TIPO LUER LOCK CAPACIDAD DE 10 ML ESCALA GRADUADA EN ML CON DIVISIONES DE 1.0 ML Y SUBDIVISIONES DE 0.2 ML CON AGUJA CALIBRE 20 G Y 36 MM DE LONGITUD. ESTÉRIL Y DESECHABLE. PIEZA, PIEZA                    ,True
605501279,060.550.1279,JERINGA DE PLÁSTICO GRADO MÉDICO CON PIVOTE TIPO LUER LOCK CAPACIDAD DE 3 ML ESCALA GRADUADA EN ML CON DIVISIONES DE 0.5 ML Y SUBDIVISIONES DE 0.1 ML CON AGUJA CALIBRE 22 G Y 32 MM DE LONGITUD. ESTÉRIL Y DESECHABLE.  PIEZA                    ,PIEZA             ,True
605502590,060.550.2590,JERINGA DE PLÁSTICO GRADO MÉDICO DE 1 ML DE CAPACIDAD ESCALA GRADUADA EN ML CON DIVISIONES DE 0.1 Y SUBDIVISIONES DE 0.01 ML Y AGUJA DE 22 G Y 32 MM DE LONGITUD. ESTÉRIL Y DESECHABLE.  PIEZA                                                          , PIEZA                    ,True
605502640,060.550.2640,JERINGA DE PLÁSTICO GRADO MÉDICO DE 0.5 ML DE CAPACIDAD ESCALA GRADUADA EN ML CON DIVISIONES DE 1.0 ML Y SUBDIVISIONES DE 0.2 Y AGUJA DE 20 G Y 32 MM DE LONGITUD ESTÉRIL Y DESECHABLE. C/200 PIEZA                                                          ,CAJAS,True
605502608,060.550.2608,JERINGA DE PLÁSTICO GRADO MÉDICO DE 5 ML DE CAPACIDAD ESCALA GRADUADA EN ML CON DIVISIONES DE 1.0 ML Y SUBDIVISIONES DE 0.2 Y AGUJA DE 20 G Y 38 MM DE LONGITUD ESTÉRIL Y DESECHABLE. PIEZA                                                          , PIEZA                    ,True
605500446,060.550.0446,"JERINGA DE PLÁSTICO SIN AGUJA CON PIVOTE TIPO LUER LOCK ESTÉRIL Y DESECHABLE CAPACIDAD 10 ML., DIVISIONES DE 1.0 Y SUBDIVISIONES DE 0.2. ENVASE CON 100 PIEZAS.", ENVASE CON 100 PIEZAS.,True
605500453,060.550.0453,"JERINGA DE PLÁSTICO SIN AGUJA CON PIVOTE TIPO LUER LOCK ESTÉRIL Y DESECHABLE CAPACIDAD 20 ML., DIVISIONES DE 5.0 Y SUBDIVISIONES DE 1.0 . ENVASE CON 50 PIEZAS.", ENVASE CON 50 PIEZAS.,True
605500222,060.550.0222,"JERINGA DE PLÁSTICO SIN AGUJA CON PIVOTE TIPO LUER LOCK ESTÉRIL Y DESECHABLE CAPACIDAD 3 ML., DIVISIONES DE 0.5 Y SUBDIVISIONES DE 0.1.  ENVASE CON 100 PIEZAS.", ENVASE CON 100 PIEZAS.,True
605500438,060.550.0438,"JERINGA DE PLÁSTICO SIN AGUJA CON PIVOTE TIPO LUER LOCK ESTÉRIL Y DESECHABLE CAPACIDAD 5 ML., DIVISIONES DE 1.0 Y SUBDIVISIONES DE 0.2. ENVASE CON 100 PIEZAS.",ENVASE CON 100 PIEZAS.,True
605500404,060.550.0404,"JERINGA DE PLASTICO SIN AGUJA, CON BULBO DE HULE, DESECHABLE. CAPACIDAD DE DE 60 ML. PIEZA.",PIEZA.,True
605502699,060.550.2699,"JERINGA De plástico, para aplicar BCG y antisarampión, capacidad 0.5 ml Con dos agujas, una calibre
20 x 32 mm para cargar la jeringa con el biológico y otra 27 x 13 mm para aplicar la vacuna, cada jeringa con la leyenda “PROGRAMA DE ATENCION A LA SALUD DEL NIÑO” ", CAJA INCINERABLE CON 50 PIEZAS            ,True
605500370,060.550.0370,"JERINGA DE PLÁSTICO. CON PIVOTE TIPO LUER LOCK, CON AGUJA, ESTÉRILES Y DESECHABLES. CAPACIDAD 20 ML, ESCALA GRADUADA EN ML, DIVISIONES DE 5.0 Y SUBDIVISIONES DE 1.0. CON AGUJA DE: LONGITUD: 32 MM,  CALIBRE 20 G. PIEZA.", PIEZA.,True
605500909,060.550.0909,JERINGA DE VIDRIO CON BULBO DE HULE REUTILIZABLE CAPACIDAD DE 60 ML. PIEZA,PIEZA,True
605500891,060.550.0891,"JERINGA DE VIDRIO CON BULBO DE HULE, REUTILIZABLE CAPACIDAD DE  90 ML. PIEZA",PIEZA,True
605500800,060.550.0800,JERINGA DE VIDRIO SIN AGUJA CON PIVOTE DE VIDRIO.  REUSABLES. CAP.  5 ML. DIVISIONES DE 1.0 Y SUBDIVISIONES DE 0.2. PIEZA,PIEZA,True
605500826,060.550.0826,"JERINGA DE VIDRIO SIN AGUJA,  CON PIVOTE DE VIDRIO, REUSABLE, CAP. 10 ML.  DIVISIONES DE 1.0 Y SUBDIVISIONES DE 0.2 . PIEZA.",PIEZA.,True
605500784,060.550.0784,"JERINGA DE VIDRIO SIN AGUJA,  CON PIVOTE DE VIDRIO, REUSABLE, CAP. 20 ML.  DIVISIONES DE 5.0 Y SUBDIVISIONES DE 1.0. PIEZA.",PIEZA.,True
605512078,060.551.2078,"JERINGA HIPODÉRMICA, REUSABLE, PARA CARTUCHO ANESTÉSICO. TIPO CARPULE. PIEZA.",PIEZA,True
605500685,060.550.0685,"JERINGA PARA EXTRAER SANGRE O INYECTAR SUSTANCIAS, CON PIVOTE TIPO LUER LOCK, DE POLIPROPILENO, VOLUMEN DE 5 ML Y AGUJA CALIBRE 21 G Y 32 MM DE LONGITUD. ESTÉRIL. ENVASE CON 100 PIEZAS",ENVASE CON 100 PIEZAS              ,True
605502186,060.550.2186,JERINGA PARA INSULINA CON AGUJA. CAPACIDAD 1 ML. GRADUADA DE 0 A 100 UNIDADES. CON AGUJA LONGITUD 13 MM. CALIBRE27 G. ESTERIL Y DESECHABLE.   ENVASE CON 200 PIEZAS.                                                                                  ,ENVASE CON 200 PIEZAS.           ,True
1951,010.000.1951.00,KANAMICINA Solución inyectable 1 g Frasco ámpula,Envase con un frasco ámpula. ,False
226,040.000.0226.00,KETAMINA Solución  inyectable 500 mg/10 ml Frasco ámpula con 10 ml,Envase con un frasco ámpula de 10 ml. ,False
2016,010.000.2016.00,KETOCONAZOL Tableta 200 mg 10 tabletas,Envase con 10 tabletas. ,False
2504,010.000.2504.00,KETOPROFENO Cápsula 100 mg 15 cápsulas,Envase con 15 cápsulas.,False
3422,010.000.3422.00,KETOROLACO Solución  Inyectable 30 mg 3 frascos ámpula  ó 3ampolletas 1 ml,Envase con 3 frascos ámpula o 3 ampolletas de 1 ml. ,False
SC-0000093,SC-0000093,KETOROLACO TROMETAMINA TABLETAS DE 10 MG,PIEZA,False
SC-0000094,SC-0000094,KETOROLACO/TRAMADOL SOLUCIÓN INYECTABLE 10 MG + 25 MG / 2 ML. CAJA CON 2 AMPOLLETAS,PIEZA,False
463,010.000.0463.00,KETOTIFENO SOLUCIÓN ORAL 20 MG / 100 ML                                                                                                                                                                                                                        ,ENVASE CON 120 ML.,False
4229,010.000.4229.00,"L - ASPARGINASA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVO CONTIENE: L-ASPARGINASA 10,000 U. I. ENVASE CON UN FRASCO AMPULA.",PIEZA,False
5664,010.000.5664.00,LACOSAMIDA Solución inyectable 200 mg Frasco ámpula con 20 ml (10 mg/ml),Envase con frasco ámpula con 20 ml. (10 mg/ml). ,False
5661,010.000.5661.00,LACOSAMIDA Tableta 100 mg 28 tabletas,Envase con 28 tabletas. ,False
5662,010.000.5662.00,LACOSAMIDA Tableta 150 mg 28 tabletas,Envase con 28 tabletas.,False
5660,010.000.5660.00,LACOSAMIDA Tableta 50 mg 14 tabletas,Envase con 14 tabletas. ,False
SC-0000026,SC-0000026,"LANCETAS ESPECIALIZADAS PARA TAMIZ NEONATAL, DE INCISION 0.85 MM X 1.75 MM, COLOR ROSA, INTEGRADA A UN DISPARADOR DE PLASTICO, CON DISPOSITIVO PLASTICO REMOVIBLE QUE ASEGURE LA ESTERILIDAD. CAJA",PIEZA,True
SC-0000025,SC-0000025,"LANCETAS ESPECIALIZADAS PARA TAMIZ NEONATAL, DE INCISION 1.0 MM X 2.5 MM, COLOR VERDE, INTEGRADA A UN DISPARADOR DE PLASTICO, CON DISPOSITIVO PLASTICO REMOVIBLE QUE ASEGURE LA ESTERILIDAD. CAJA",PIEZA,True
SC-0000024,SC-0000024,LANCETAS PARA TOMA DE TAMIZ NEONATAL. CAJA,PIEZA,True
SC-0000022,SC-0000022,LANCETAS PARA TOMA DE TAMIZ PARA PACIENTE PREMATURO. CAJA,PIEZA,True
SC-0000023,SC-0000023,"LAPIZ DE ELECTROCAUTERIO, PIEZA",PIEZA,True
4515,010.000.4515.00,LEFLUNOMIDA Comprimido 100 mg 3 comprimidos,Envase con 3 comprimidos. ,False
4514,010.000.4514.00,LEFLUNOMIDA Comprimido 20 mg 30 comprimidos,Envase con 30 comprimidos. ,False
2616,010.000.2616.00,"LEVETIRACETAM DE 10 G / 100 ML, SOLUCIÓN ORAL, ENVASE CON 300 ML (100 MG/ML).",ENVASE CON 300 ML (100 MG/ML).,False
2617,010.000.2617.00,"LEVETIRACETAM DE 500 MG, TABLETA, ENVASE CON 60 TABLETAS.",ENVASE CON 60 TABLETAS.,False
2654,040.000.2654.00,LEVODOPA Y CARBIDOPA Tableta 250 mg/ 25 mg 100 tabletas,Envase con 100 tabletas.,False
2657.01,040.000.2657.01,LEVODOPA Y CARBIDOPA Tableta de liberación prolongada 200/50 mg 100 tabletas de liberación prolongada,Envase con 100 tabletas. ,False
2657,040.000.2657.00,LEVODOPA Y CARBIDOPA Tableta de liberación prolongada 200/50 mg 50 tabletas de liberación prolongada,Envase con 50 tabletas. ,False
4249,010.000.4249.00,LEVOFLOXACINO Solución  inyectable 500 mg/100 ml Envase con 100 ml,Envase con 100 ml. ,False
4299,010.000.4299.00,LEVOFLOXACINO Tableta 500 mg 7 tabletas,Envase con 7 tabletas. ,False
4300,010.000.4300.00,LEVOFLOXACINO Tableta 750 mg 7 tabletas,Envase con 7 tabletas. ,False
5476,040.000.5476.00,LEVOMEPROMAZINA Solución inyectable 25 mg/ml 10 ampolletas con 1 ml,Envase con 10 ampolletas de 1 ml. ,False
3204,040.000.3204.00,LEVOMEPROMAZINA Tableta 25 mg 20 tabletas,Envase con 20 tabletas. ,False
2210,010.000.2210.00,LEVONORGESTREL Comprimido o tableta 0.750 mg 2 comprimidos o  tabletas,Envase con 2 comprimidos o tabletas. ,False
4526,010.000.4526.00,LEVONORGESTREL Gragea 0.03 mg 35 Grageas,Envase con 35 grageas. ,False
2208,010.000.2208.00,LEVONORGESTREL Polvo 52 mg Envase con un  dispositivo,Envase con un dispositivo.,False
3504,010.000.3504.00,LEVONORGESTREL Y  ETINILESTRADIOL Gragea Levonorgestrel 0.15 mg Etinilestradiol 0.03 mg 21 grageas,Envase con 21 grageas. ,False
3507,010.000.3507.00,LEVONORGESTREL Y ETINILESTRADIOL Gragea Levonorgestrel 0.15 mg etinilestradiol 0.03 mg 28 Grageas (21 con hormonales y 7 sin hormonales),Envase con 28 grageas. (21 con hormonales y 7 sin hormonales) ,False
1007,010.000.1007.00,LEVOTIROXINA Tableta 100 microgramo 100 tabletas,Envase con 100 tabletas. ,False
1364,010.000.1364.00,LIDOCAÍNA –  HIDROCORTISONA Supositorio 60 mg/5 mg 6 supositorios,Envase con 6 supositorios. ,False
1363,010.000.1363.00,LIDOCAÍNA –  HIDROCORTISONA Ungüento 50 mg/2.5 mg/1 g Envase con 20 g y aplicador,Envase con 20 g. y aplicador. ,False
260.02,010.000.0260.02,LIDOCAÍNA Gel 20 mg/ml Envase con 30 ml,Envase con 30 ml. ,False
261,010.000.0261.00,LIDOCAÍNA Solución  inyectable  al 1 % 500 mg/50 ml 5 frascos ámpula con 50 ml,Envase con 5 frascos ámpula de 50 ml. ,False
262,010.000.0262.00,LIDOCAÍNA Solución  inyectable  al 2 % 1 g/50 ml 5 frascos ámpula con 50 ml,Envase con 5 frascos ámpula con 50 ml,False
264,010.000.0264.00,LIDOCAÍNA Solución al  10 % 10 g/100 ml 115 ml con atomizador manual, Envase con 115 ml. con atomizador manual. ,False
522,010.000.0522.00,LIDOCAÍNA Solución inyectable 100 mg/5 ml Ampolleta con 5 ml,Envase con 1 ampolleta de 5 ml.,False
263,010.000.0263.00,LIDOCAÍNA Solución inyectable al 5 % 100 mg/2 ml 50 ampolletas con 2 ml,Envase con 50 ampolletas con 2 ml. ,False
265,010.000.0265.00,"LIDOCAÍNA,  EPINEFRINA Solución  inyectable  al 2% Lidocaína 1 g  Epinefrina 0.25 mg 5 frascos ámpula con 50 ml",Envase con 5 frascos ámpula con 50 ml. ,False
267,010.000.0267.00,"LIDOCAÍNA, EPINEFRINA Solución inyectable al 2% Lidocaína 36 mg Epinefrina 0.018 mg 50 cartuchos dentales con 1.8 ml",Envase con 50 cartuchos dentales con 1.8 ml. ,False
5621,010.000.5621.00,"LINAGLIPTINA DE 5 MG, TABLETA, ENVASE CON 30 TABLETAS.",Envase con 30 tabletas. ,False
5742,010.000.5742.00,"LINAGLIPTINA, CLORHIDRATO DE METFORMINA DE 2.5 MG / 1000 MG, TABLETA, ENVASE CON 60 TABLETAS",ENVASECON60TABLETAS,False
5740,010.000.5740.00,"LINAGLIPTINA, CLORHIDRATO DE METFORMINA DE 2.5 MG / 500 MG, TABLETA, ENVASE CON 60 TABLETAS",PIEZA,False
5741,010.000.5741.00,"LINAGLIPTINA, CLORHIDRATO DE METFORMINA DE 2.5 MG / 850 MG, TABLETA, ENVASE CON 60 TABLETAS",PIEZA,False
4290,010.000.4290.00,LINEZOLID Tableta 600 mg 10 tabletas,Envase con 10 tabletas. ,False
3255,040.000.3255.00,LITIO Tableta 300 mg 50 tabletas,Envase con 50 tabletas. ,False
5744,010.000.5744.00,LIXISENATIDA 10 MCG /0.2ML SOLUCIÓN INYECTABLE CADA MILILITRO CONTIENE: LIXISENATIDA         0.05 MG,"ENVASE CON UNA PLUMA CON UN CARTUCHO CON 3 ML, CON 14 DOSIS CADA UNA DE 10 MCG/0.2 ML.",False
5745,010.000.5745.00,"LIXISENATIDA DE 0.10 MG, SOLUCIÓN INYECTABLE, ENVASE CON UNA PLUMA CON UN CARTUCHO CON 3 ML, CON 14 DOSIS CADA UNA DE 20 MCG/0.2 ML.","ENVASE CON UNA PLUMA CON UN CARTUCHO CON 3 ML, CON 14 DOSIS CADA UNA DE 20 MCG/0.2 ML.",False
605980036,060.598.0036,"LLAVE DE TRES VIAS CON TUBO DE EXTENSIÓN.DE PLÁSTICO RÍGIDO O EQUIVALENTE, CON TUBO DE EXTENSIÓN DE CLORURO DE POLIVINILO DE 80 CM DE LONGITUD. PIEZA.", PIEZA.,True
4184,010.000.4184.00,"LOPERAMIDA Comprimido,  tableta  o gragea 2 mg 12 comprimidos,  tabletas o grageas","Envase con 12 comprimidos, tabletas o grageas. ",False
2145,010.000.2145.00,LORATADINA Jarabe 5 mg / 5 ml Envase con 60 ml,Envase con 60 ml. y dosificador. ,False
2144,010.000.2144.00,LORATADINA Tableta o  gragea 10 mg 20 tabletas o grageas,Envase con 20 tabletas o grageas. ,False
5478,040.000.5478.00,LORAZEPAM Tableta 1 mg 40 tabletas,Envase con 40 tabletas ,False
2520,010.000.2520.00,LOSARTÁN Gragea o comprimido  recubierto 50 mg 30 grageas o comprimidos,Envase con 30 grageas o comprimidos recubiertos. ,False
3629,010.000.3629.00,MAGNESIO SULFATO DE Solución inyectable 1 g/10 ml 100 ampolletas con 10 ml,Envase con 100 ampolletas de 10 ml. con 1 g. (100 mg. /1 ml.). ,False
608410536,060.841.0536,MALLA DE POLIÉSTER TRENZADO DE 30 X 30 CM. ENVASE CON 12 PIEZAS.,ENVASE,True
606030013,060.603.0013,MALLA DE POLIPROPILENO ANUDADO DE 25 A 35 CM X 25 A 35 CM. PIEZA.,ENVASE,True
2306,010.000.2306.00,MANITOL Solución  inyectable  al 20% 50 g/ 250 ml Envase con 250 ml,Envase con 250 ml. ,False
606040434,060.604.0434,"MARCAPASO CARDÍACO DEFINITIVO BIPOLAR DE UNA SOLA CÁMARA MULTIPROGRAMABLE MARCAPASO CARDIACO MULTIPROGRAMABLE; DEFINITIVO BIPOLAR EN LÍNEA DE UNA SOLA CÁMARA, CON SENSOR ALA ACTIVIDAD; CONECTOR IS-1/3.2 MM; FUNCIONES PROGRAMABLES 15 O MÁS; TELEMETRÍA EN TIEMPO REAL;PROGRAMAS TEMPORALES; MODO DE ESTIMULACIÓN VVIR,VVI, VVT, VOO, VOOR, OVO, AAIR, AAI AAT, AOO, AOOR, OAO; FUNCIONES DEL SENSOR; PROGRAMA DE ACELERACIÓN; PROGRAMA DE DESACELERACIÓN;UMBRAL DE ACTIVIDAD PROGRAMABLE; FRECUENCIA MÁXIMA DE ACTIVIDAD; PESO 30 G O MENOS; GROSOR 8.0MM O MENOS; FUENTE DE ALIMENTACIÓN YODO-LITIO; VOLTAJE DE LA BATERÍA 3.0 VOLTS O MENOS; FUNCIONESDE DIAGNÓSTICO; CONTADORES DE EVENTOS; HISTOGRAMA DE FRECUENCIA; REGISTRO DE EXTRASÍSTOLES; MONITORY TENDENCIA DEL ELECTRODO; ESTIMADO DE LONGEVIDAD AUTOACTUALIZABLE; ELECTROGRAMA CON CANAL DEMARCAS; INDICADOR DE REMPLAZO ELECTIVO; POLARIDAD PROGRAMABLE (BIP-UNIP); PRUEBA AUTOMÁTICA DE UMBRALES DE ESTIMULACIÓN Y ACTIVIDAD; ESTIMULACIÓN UNIPOLAR DE APOYO (SÓLO BIP’S); HISTÉRESIS UNICAMERAL. PIEZA",PIEZA,True
606040145,060.604.0145,"MARCAPASO CARDIACO MULTIPROGRAMABLE DEFINITIVO BIPOLAR EN LÍNEA DE DOBLE CÁMARA; CONECTOR IS-1/3.2 MM; FUNCIONES PROGRAMABLES 18 O MÁS; TELEMETRÍA EN TIEMPO REAL; PROGRAMAS TEMPORALES; MODO DE ESTIMULACIÓN CONVENCIONAL (SIN SENSOR) DDD, DDI, DVI, DOO, VDD, VVT, OAO, VVI, AAI,VOO, AOO, AT, ODO, OVO; PESO 30 G O MENOS; GROSOR 8.0 MM O MENOS; FUENTE DE ALIMENTACIÓN YODO-LITIO; VOLTAJE DE BATERÍA 3.0 VOLTS O MENOS; INTERVALO AV ADAPTABLE LINEALMENTE A LA FRECUENCIA; INTERVALO EN TAQUICARDIAS MEDIATIZADAS POR EL MARCAPASO; HISTÉRESIS UNICAMERAL; FUNCIONES DE DIAGNÓSTICO: CONTADORES DE EVENTOS; REGISTRO DE EXTRASÍSTOLES; MONITOR Y TENDENCIA DEL ELECTRODO; ESTIMADO DE LONGEVIDAD AUTOACTUALIZABLE; ELECTROGRAMA A O V CON CANAL DE MARCAS; INDICADOR DE REMPLAZO; POLARIDAD PROGRAMABLE (BIP-UNIP); PRUEBA AUTOMÁTICA DE UMBRALES DE ESTIMULACIÓN (AMP Y ANCHO DEL PULSO) SENSIBILIDAD Y ACTIVIDAD; CURVA DE DURACIÓN E INTENSIDAD; ESTIMULACIÓN UNIPOLAR DE APOYO (SOLO BIP'S); ESTIMULACIÓN VENTRICULAR DE SEGURIDAD. PIEZA",PIEZA,True
606040467,060.604.0467,"MARCAPASO CARDIACO MULTIPROGRAMABLE DEFINITIVO BIPOLAR EN LÍNEA DE UNA SOLA CÁMARA (A O V); CONECTOR. IS-1/3.2 MM; 8 O MÁS FUNCIONES PROGRAMABLES; TELEMETRÍA EN TIEMPO REAL; PROGRAMAS TEMPORALES; MODO DE ESTIMULACIÓN CONVENCIONAL; (SIN SENSOR) VVI, VVT, VOO, AAI, AAT, AOO, OAO, OVO; HISTÉRESIS UNICAMERAL; PESO 30 G O MENOS; GROSOR 8.0 MM O MENOS; FUENTE DE ALIMENTACIÓN YODO-LITIO; VOLTAJE DE LA BATERÍA 3.0 VOLTS O MENOS; FUNCIONES DE DIAGNÓSTICO; ELECTROGRAMA CON CANAL DE MARCAS; INDICADOR DE REMPLAZO; LONGEVIDAD MÁS DE 10 AÑOS; POLARIDAD PROGRAMABLE (BIP-UNIP); PRUEBA DEL MARGEN DE SEGURIDAD. PIEZA",PIEZA,True
606040087,060.604.0087,"MARCAPASO CARDÍACO MULTIPROGRAMABLE DEFINITIVO UNIPOLAR CON CONECTOR DE 3.2 MM CARDIACO MULTIPROGRAMABLE, DEFINITIVO, UNIPOLAR CON CONECTOR DE 3.2 MM. FUNCIONES PROGRAMABLES, MÁS DE 5, TELEMETRÍA; PESO MENOR A 26 G; GROSOR MENOR A 7 MM; FUENTE DE ALIMENTACIÓN: LITIO-YODO; VOLTAJE DE LA BATERÍA 2.8 V. PIEZA",PIEZA,True
606040160,060.604.0160,"MARCAPASO CARDIACO MULTIPROGRAMABLE DEFINITIVO, BIPOLAR, DE DOBLE CÁMARA; CONECTOR DE 3.2 MM; FUNCIONES PROGRAMABLES, MÁS DE 10, TELEMETRÍA; PESO MENOR A 55 G; GROSOR MENOR A 11 MM; FUENTE DE ALIMENTACIÓN: LITIO-YODO; VOLTAJE DE LA BATERÍA 2.8 V; REQUIERE AURICULAR; ELECTRODOS EN ""J"" DE 3.2 MM Y VENTRICULAR DE 3.2 MM. PIEZA",PIEZA,True
606040442,060.604.0442,"MARCAPASO CARDIACO MULTIPROGRAMABLE. DEFINITIVO BIPOLAR EN LÍNEA DE UNA DOBLE CÁMARA, CON SENSORA LA ACTIVIDAD; CONECTOR IS-1/3.2 MM; 18 O MÁS FUNCIONES PROGRAMABLES; TELEMETRÍA EN TIEMPO REAL;PROGRAMAS TEMPORALES; MODO DE ESTIMULACIÓN DE FRECUENCIA; AUTORREGULABLE CON SENSOR DDDR,DDD, DDIR, DDI, DVIR, DVI, VVIR, VVI, AAIR, AAI, VVT, AAT, DOOR, VDD, VOOR, VOO, AOO,AOOR, ODO; FUNCIONES DEL SENSOR: PROGRAMA DE ACELERACIÓN; PROGRAMA DE DESACELERACIÓN;UMBRAL DE ACTIVIDAD PROGRAMABLE; FRECUENCIA MÁXIMA DE ACTIVIDAD; INTERCALO AV ADAPTABLE A LAFRECUENCIA; PESO 30 G O MENOS; GROSOR 8.0 MM O MENOS; FUENTE DE ALIMENTACIÓN YODO-LITIO;VOLTAJE DE LA BATERÍA 3.0 VOLTS O MENOS; FUNCIONES DE DIAGNÓSTICO; CONTADORES DE EVENTOS; HISTOGRAMA DE FRECUENCIA; REGISTRO DE EXTRASÍSTOLES; MONITOR Y TENDENCIA DEL ELECTRODO; ESTIMADO DELONGEVIDAD AUTOACTUALIZABLE; ELECTROGRAMA CON CANAL DE MARCAS; INDICADOR DE REMPLAZO ELECTIVO;HISTÉRESIS UNICAMERAL; POLARIDAD PROGRAMABLE (B/U, EST/SENTIR); PRUEBA AUTOMÁTICA DE UMBRALES DEESTIMULACIÓN (AMP Y ANCHO DE PULSO); SENSIBILIDAD Y ACTIVIDAD; CURVA DE DURACIÓN E INTENSIDAD;ESTIMULACIÓN UNIPOLAR DE APOYO (SÓLO BIP’S); ESTIMULACIÓN AURICULAR NO COMPETITIVA; INTERVENCIÓN ENTAQUICARDIAS MEDIATIZADAS POR EL MARCAPASO; CAMBIO DE MODO AUTOMÁTICO EN LA ESTIMULACIÓN. PIEZA",PIEZA,True
606040426,060.604.0426,"MARCAPASO CARDÍACO UNICAMERAL CON ACTIVIDAD DE FRECUENCIA MARCAPASO CARDIACO, TIPO: UNICAMERAL CON ACTIVIDAD DE FRECUENCIA; ESPECIFICACIONES: MULTIPROGRAMACIÓN DE FUNCIONES CON UN MÍNIMO DE 7 FUNCIONES; POLARIDAD: BIPOLAR; MODO DE ESTIMULACIÓN: SSIR; ADAPTACIÓN DE FRECUENCIA: BAJO, MEDIO, ALTO O MÁS (MEDIO BAJO O MEDIO ALTO); DIMENSIONES: PESO MENOR DE 30 GR Y MENOS DE 19 MM DE GROSOR; LONGEVIDAD: 7 AÑOS EN ADELANTE A PARÁMETROS NOMINALES; CUBIERTA: CAJA DE TITANIO; FUENTE DE ENERGÍA: YODURO DE LITIO; ELECTRODOS CUBIERTOS DE SILICÓN O POLIURETANO CON CONDUCTORES DE DIFERENTES METALES; FIJACIÓN PASIVA PARA EL VENTRÍCULO Y ACTIVA CON TORNILLO PARA LA AURÍCULA; DIÁMETRO: 3.2 MM; LONGITUD: 50 A 60 CM; INTRODUCTOR: DOS INTRODUCTORES PARA VENA SUBCLAVIA (CON TÉCNICA DE PEEL OFF); GUÍAS: METÁLICAS EN “J” PARA LA AURÍCULA. PIEZA",PIEZA,True
606040475,060.604.0475,"MARCAPASO CARDIACO VDD MULTIPROGRAMABLE DEFINITIVO BIPOLAR EN LÍNEA DE DOBLE CÁMARA PARA UN SOLOCABLE BICAMERAL. CONECTOR AURICULAR SÓLO PARA DETECCIÓN IS-1/3.2 MM; CONECTOR VENTRICULAR PARAESTIMULACIÓN Y DETECCIÓN VENTRICULARES IS-1/3.2 MM; FUNCIONES PROGRAMABLES 18 O MÁS; TELEMETRÍAEN TIEMPO REAL; PROGRAMAS TEMPORALES; MODO DE ESTIMULACIÓN VDD, VVIR, VVI, VVT, VOOR, VOO,OAO, OVO; CAMBIO DE MODO; PESO 30 G O MENOS; GROSOR 8.0 MM O MENOS; FUENTE DEALIMENTACIÓN YODO-LITIO; VOLTAJE DE LA BATERÍA 3.0 VOLTS O MENOS; FUENTE DE DIAGNÓSTICO; CONTADORESDE EVENTOS; REGISTRO DE EXTRASÍSTOLES; MONITOR Y TENDENCIA DEL ELECTRODO; ESTIMADO DE LONGEVIDAD:AUTOACTUALIZABLE; ELECTROGRAMA CON CANAL DE MARCAS; INTERVENCIÓN A TAQUICARDIA MEDIDA POR MP;POLARIDAD PROGRAMABLE BIP-UNIP) SÓLO EN EL CANAL VENTRICULAR; PRUEBA AUTOMÁTICA DE UMBRALES DE ESTIMULACIÓN. PIEZA",PIEZA,True
